height_cm,weight_kgs,overall_rating,value_euro,weak_foot(1-5),balance,stamina,P/A_Ratio,Defensive_Strength,Passing,Attacking_skills,Skills,Mentality,Setpiece_accuracy,Pace,preferred_foot_Left,preferred_foot_Right,body_type_Lean,body_type_Normal,body_type_Stocky,Position_Count,positions_Defender,positions_Forward,positions_Midfielder
193.04,86.2,68,1200000.0,3,52,55,2.92,38.2,52.5,66.3,51.99999999999999,48.400000000000006,52.0,66.65,0,1,0,1,0,2,0,1,0
175.26,69.9,68,1100000.0,3,88,77,2.8,48.0,62.99999999999999,57.45,58.900000000000006,66.4,57.5,81.9,0,1,0,1,0,2,0,0,1
170.18,69.9,68,700000.0,4,82,66,3.3043478260869565,57.900000000000006,66.5,57.050000000000004,55.0,48.400000000000006,50.5,81.80000000000001,1,0,0,1,0,4,0,0,1
190.5,82.1,68,1100000.0,2,57,64,3.4545454545454546,65.10000000000001,49.9,51.5,45.300000000000004,60.6,28.5,63.6,0,1,1,0,0,1,1,0,0
190.5,87.1,68,700000.0,3,29,56,2.3448275862068964,65.5,42.400000000000006,36.65,35.1,65.60000000000001,23.0,36.7,1,0,0,1,0,1,1,0,0
172.72,73.9,68,1100000.0,3,76,68,2.730769230769231,43.5,60.0,61.25000000000001,57.2,62.199999999999996,60.0,87.35000000000001,0,1,0,0,1,1,0,1,0
152.4,82.1,68,875000.0,3,68,74,2.2666666666666666,45.60000000000001,61.8,61.1,55.2,57.400000000000006,64.5,78.35,1,0,0,1,0,3,0,1,0
152.4,71.2,68,650000.0,3,55,78,2.193548387096774,65.60000000000001,56.6,33.300000000000004,49.1,67.8,39.0,69.1,1,0,1,0,0,2,1,0,0
152.4,68.9,68,450000.0,3,59,69,1.9428571428571428,45.00000000000001,65.1,56.6,52.6,55.0,67.5,64.05,1,0,1,0,0,3,0,0,1
175.26,69.9,68,1300000.0,3,73,76,3.5454545454545454,64.7,59.3,43.9,55.4,63.400000000000006,41.0,77.9,0,1,0,1,0,2,1,0,0
165.1,64.9,68,825000.0,5,89,90,2.5555555555555554,59.2,60.2,49.6,55.2,64.0,41.0,74.5,0,1,1,0,0,1,1,0,0
167.64,63.0,67,950000.0,4,94,75,2.76,25.2,63.2,56.15,55.80000000000001,47.00000000000001,51.0,76.80000000000001,1,0,1,0,0,1,0,1,0
190.5,74.8,67,1400000.0,3,59,69,4.2631578947368425,66.5,57.5,44.15,50.800000000000004,63.2,42.5,69.85000000000001,0,1,0,1,0,2,0,0,1
167.64,69.9,67,975000.0,3,89,65,2.8,45.20000000000001,60.2,53.9,57.800000000000004,60.4,45.0,90.45000000000002,1,0,0,0,1,2,0,0,1
193.04,89.8,67,825000.0,4,32,66,2.730769230769231,66.4,54.6,54.800000000000004,42.1,61.4,62.5,48.550000000000004,0,1,0,1,0,1,1,0,0
175.26,73.9,67,600000.0,3,71,69,2.310344827586207,61.400000000000006,63.6,41.60000000000001,48.9,72.0,50.0,58.7,0,1,1,0,0,2,0,0,1
187.96,77.1,67,975000.0,3,52,64,3.409090909090909,65.6,44.4,46.35,40.300000000000004,62.4,37.0,59.25,0,1,0,1,0,1,1,0,0
167.64,67.1,67,875000.0,3,86,70,2.92,61.90000000000001,65.9,54.550000000000004,55.70000000000001,63.0,43.5,76.80000000000001,1,0,0,1,0,3,0,0,1
152.4,73.0,67,1000000.0,3,79,68,3.0,61.50000000000001,65.3,58.550000000000004,56.0,64.2,54.0,72.9,0,1,1,0,0,2,0,0,1
152.4,83.0,67,925000.0,2,68,79,2.96,63.9,58.2,43.300000000000004,48.5,60.2,46.5,67.3,1,0,0,1,0,1,1,0,0
175.26,73.9,67,900000.0,3,80,51,2.5185185185185186,47.1,66.9,63.75,53.60000000000001,61.2,65.0,62.0,0,1,0,1,0,4,0,1,0
154.94,69.9,67,1200000.0,3,63,67,3.4545454545454546,38.5,55.599999999999994,63.75,56.9,54.0,55.0,84.0,1,0,0,1,0,2,0,1,0
182.88,77.1,67,1000000.0,3,58,70,2.9583333333333335,55.900000000000006,60.0,58.0,54.2,61.800000000000004,39.0,73.45000000000002,1,0,0,1,0,2,1,0,0
152.4,77.1,67,450000.0,3,70,69,1.9705882352941178,61.10000000000001,68.0,64.1,52.2,67.0,65.5,54.800000000000004,0,1,0,1,0,2,0,0,1
185.42,74.8,67,600000.0,3,62,71,2.310344827586207,63.0,34.1,28.750000000000004,45.7,61.6,16.5,66.35,1,0,1,0,0,1,1,0,0
187.96,83.0,67,230000.0,3,48,68,1.9142857142857144,65.5,59.39999999999999,53.95,45.7,66.0,49.0,52.95,1,0,0,1,0,1,0,0,1
190.5,76.2,67,1100000.0,3,51,66,3.5,65.0,51.5,50.9,43.5,63.6,49.0,62.85000000000001,0,1,1,0,0,1,1,0,0
185.42,86.2,67,600000.0,3,48,68,2.310344827586207,64.5,46.199999999999996,36.65,42.1,58.8,36.0,56.800000000000004,0,1,0,0,1,1,1,0,0
185.42,78.9,67,900000.0,3,59,77,2.72,59.6,65.4,61.45,51.9,54.8,65.5,76.55000000000001,1,0,1,0,0,1,0,0,1
154.94,76.2,67,575000.0,2,65,79,2.310344827586207,62.900000000000006,58.0,57.6,52.0,55.800000000000004,49.0,68.35,1,0,1,0,0,2,1,0,0
185.42,79.8,67,1300000.0,3,55,56,3.5454545454545454,35.1,53.2,63.24999999999999,53.2,62.2,46.5,78.1,0,1,0,1,0,1,0,1,0
182.88,74.8,67,1500000.0,3,69,68,3.8095238095238093,59.00000000000001,65.1,56.45,56.10000000000001,52.0,46.0,71.2,0,1,1,0,0,2,0,0,1
185.42,86.2,67,1100000.0,3,59,63,4.388888888888889,63.800000000000004,36.6,38.55,40.0,63.199999999999996,39.0,61.85,0,1,1,0,0,1,1,0,0
187.96,83.0,67,900000.0,3,56,68,3.0416666666666665,62.800000000000004,41.0,33.35,39.800000000000004,63.60000000000001,29.5,56.45,0,1,0,1,0,1,1,0,0
154.94,69.9,67,1100000.0,2,75,75,3.5454545454545454,64.2,62.3,50.15,53.0,55.800000000000004,49.0,77.30000000000001,1,0,1,0,0,1,1,0,0
167.64,55.8,67,1300000.0,3,91,60,3.9,34.7,53.2,56.95,59.4,57.6,54.5,88.80000000000001,0,1,1,0,0,1,0,1,0
152.4,78.9,67,550000.0,3,72,74,2.161290322580645,65.9,61.6,59.2,52.4,73.6,47.5,69.55,1,0,1,0,0,1,1,0,0
182.88,74.8,67,600000.0,3,63,73,2.310344827586207,62.7,58.900000000000006,49.75,50.5,59.8,37.0,78.55000000000001,0,1,0,1,0,1,1,0,0
187.96,78.9,67,925000.0,3,48,72,2.96,64.2,35.0,36.3,36.0,63.4,33.5,46.1,0,1,0,1,0,1,1,0,0
165.1,63.0,67,1200000.0,3,83,73,3.85,52.5,64.8,57.8,56.4,56.0,52.5,71.25,0,1,1,0,0,3,0,0,1
175.26,68.0,67,625000.0,3,79,87,2.310344827586207,63.1,61.7,50.599999999999994,52.5,67.6,54.0,68.8,1,0,0,1,0,2,0,0,1
185.42,77.1,67,675000.0,3,63,61,2.09375,34.2,53.7,66.4,54.0,62.0,58.5,63.25,0,1,1,0,0,1,0,1,0
182.88,77.1,67,1100000.0,3,73,61,3.217391304347826,37.3,61.400000000000006,54.2,57.4,59.199999999999996,45.5,88.35,0,1,1,0,0,2,0,1,0
172.72,68.9,67,725000.0,3,71,64,2.161290322580645,36.1,59.900000000000006,58.599999999999994,56.6,58.400000000000006,62.5,73.80000000000001,0,1,1,0,0,1,0,0,1
185.42,78.0,67,600000.0,3,72,74,2.310344827586207,67.7,61.6,64.7,49.9,61.800000000000004,65.0,68.9,0,1,0,1,0,1,1,0,0
190.5,79.8,67,575000.0,3,45,81,2.2333333333333334,64.60000000000001,63.89999999999999,58.199999999999996,55.30000000000001,47.2,39.5,76.1,0,1,0,1,0,2,0,0,1
198.12,89.8,67,1200000.0,4,33,63,3.3043478260869565,37.7,52.8,63.65,52.7,60.00000000000001,43.0,68.10000000000001,1,0,0,1,0,2,0,1,0
182.88,81.2,67,450000.0,3,57,53,2.0303030303030303,63.6,56.1,43.050000000000004,41.1,66.0,38.5,43.10000000000001,0,1,0,1,0,1,1,0,0
170.18,62.1,67,1100000.0,4,86,68,3.7,32.900000000000006,63.0,52.5,57.10000000000001,53.8,48.5,82.9,0,1,1,0,0,1,0,1,0
152.4,69.9,67,300000.0,3,67,71,1.9705882352941178,63.900000000000006,51.1,49.949999999999996,47.10000000000001,69.0,50.5,61.6,0,1,0,1,0,1,1,0,0
152.4,67.1,67,975000.0,3,63,82,2.6923076923076925,37.900000000000006,60.7,63.55,56.2,58.800000000000004,58.0,71.2,0,1,0,1,0,2,0,1,0
175.26,69.9,67,1600000.0,4,78,68,4.368421052631579,50.900000000000006,66.3,57.8,59.1,52.8,66.0,69.0,0,1,1,0,0,3,0,0,1
152.4,67.1,67,1200000.0,3,78,64,3.5,54.7,67.8,55.65,56.6,59.6,54.0,70.65,0,1,0,1,0,1,0,0,1
185.42,78.0,67,525000.0,3,52,72,2.161290322580645,67.00000000000001,54.5,44.5,41.00000000000001,64.0,39.0,51.75,0,1,0,1,0,1,0,0,1
185.42,76.2,67,825000.0,3,54,69,2.730769230769231,64.19999999999999,46.800000000000004,41.8,39.800000000000004,57.400000000000006,42.5,63.60000000000001,0,1,0,1,0,1,1,0,0
154.94,74.8,67,1000000.0,3,73,72,3.0416666666666665,40.400000000000006,58.199999999999996,57.64999999999999,56.8,58.8,55.5,92.10000000000001,0,1,0,0,1,1,0,1,0
182.88,72.1,67,375000.0,3,56,69,1.9142857142857144,37.800000000000004,61.599999999999994,65.2,53.1,53.0,59.0,72.35000000000001,1,0,1,0,0,3,0,1,0
175.26,82.1,67,1000000.0,4,80,59,3.0416666666666665,34.60000000000001,62.400000000000006,61.64999999999999,55.400000000000006,59.2,49.5,75.9,0,1,0,1,0,2,0,0,1
182.88,73.9,67,450000.0,3,60,52,2.0303030303030303,63.900000000000006,49.3,44.85,44.2,62.400000000000006,45.0,55.45,0,1,0,1,0,1,1,0,0
152.4,71.2,67,750000.0,3,84,62,2.310344827586207,43.3,58.6,61.449999999999996,57.5,55.400000000000006,60.5,76.4,0,1,1,0,0,2,0,1,0
175.26,74.8,67,1300000.0,3,77,76,3.7142857142857144,58.2,65.4,53.800000000000004,56.4,62.6,52.5,76.0,0,1,0,1,0,4,0,1,0
182.88,77.1,67,1100000.0,4,63,77,3.0833333333333335,37.300000000000004,50.2,60.25,57.800000000000004,56.400000000000006,48.5,88.20000000000002,0,1,0,1,0,1,0,1,0
182.88,77.1,67,700000.0,4,61,68,2.4285714285714284,63.8,48.10000000000001,38.0,46.2,64.0,45.0,60.25,0,1,0,1,0,2,0,0,1
185.42,78.9,67,900000.0,4,71,77,2.5185185185185186,35.800000000000004,54.300000000000004,61.75,59.7,66.80000000000001,56.0,76.75,0,1,1,0,0,1,0,1,0
175.26,71.2,67,725000.0,3,74,81,2.5185185185185186,62.9,57.9,51.54999999999999,49.6,58.400000000000006,37.0,74.1,0,1,0,1,0,1,1,0,0
185.42,81.2,67,975000.0,3,63,86,3.409090909090909,63.0,61.3,55.849999999999994,51.6,65.80000000000001,43.0,66.0,1,0,0,1,0,4,0,0,1
154.94,86.2,67,700000.0,3,60,78,1.9705882352941178,67.2,42.2,47.4,43.800000000000004,65.6,41.0,62.35000000000001,0,1,0,1,0,1,1,0,0
187.96,82.1,67,600000.0,5,61,87,2.09375,54.0,60.6,64.10000000000001,53.400000000000006,73.4,58.0,71.75,0,1,0,1,0,3,0,1,0
187.96,81.2,67,1300000.0,2,54,69,3.6363636363636362,65.10000000000001,44.8,39.050000000000004,41.2,64.4,31.0,47.550000000000004,0,1,0,1,0,2,0,0,1
190.5,83.9,67,325000.0,3,38,68,1.9142857142857144,68.6,67.0,69.05,54.199999999999996,72.2,46.0,33.150000000000006,0,1,0,1,0,1,0,0,1
175.26,68.9,67,800000.0,4,73,65,2.310344827586207,51.6,65.2,61.95,55.900000000000006,61.800000000000004,55.5,74.0,0,1,0,1,0,1,0,1,0
152.4,76.2,67,1400000.0,4,67,62,4.0,41.10000000000001,60.699999999999996,64.95,56.4,54.2,59.5,73.35,0,1,1,0,0,1,0,1,0
182.88,72.1,67,900000.0,3,65,67,3.0416666666666665,63.7,47.900000000000006,39.050000000000004,43.2,69.8,29.5,68.45,0,1,1,0,0,2,1,0,0
172.72,72.1,67,1300000.0,3,66,90,3.5454545454545454,41.2,57.3,55.35,55.9,55.0,44.0,73.9,0,1,0,1,0,2,0,0,1
193.04,88.9,67,900000.0,4,66,75,3.0416666666666665,64.5,48.5,55.49999999999999,40.3,59.00000000000001,33.5,52.25,0,1,0,1,0,1,1,0,0
154.94,78.0,67,950000.0,3,74,67,2.6923076923076925,54.0,65.1,43.1,52.1,49.6,50.0,62.900000000000006,0,1,0,1,0,2,0,0,1
167.64,72.1,67,675000.0,3,77,74,2.09375,40.8,63.599999999999994,64.60000000000001,57.2,66.4,60.0,72.75,1,0,0,1,0,2,0,1,0
187.96,79.8,67,1200000.0,3,51,67,3.95,66.80000000000001,59.5,45.75,49.9,63.0,44.5,68.55000000000001,0,1,1,0,0,3,0,0,1
154.94,73.0,67,1000000.0,3,64,66,3.0,41.9,60.9,63.8,56.400000000000006,54.20000000000001,40.0,77.0,1,0,1,0,0,3,0,1,0
185.42,73.9,67,700000.0,2,56,65,2.392857142857143,35.900000000000006,35.9,66.95,52.0,43.400000000000006,47.5,67.10000000000001,0,1,1,0,0,2,0,1,0
170.18,73.0,67,1100000.0,4,75,81,3.5,64.7,59.599999999999994,45.8,50.599999999999994,52.599999999999994,41.0,74.55000000000001,0,1,1,0,0,1,1,0,0
172.72,72.1,67,575000.0,3,84,73,2.0303030303030303,45.2,65.1,59.949999999999996,62.3,57.6,65.5,69.5,0,1,0,1,0,2,0,0,1
182.88,79.8,67,230000.0,3,58,51,1.9705882352941178,62.800000000000004,64.1,56.7,52.1,75.2,63.0,65.9,0,1,0,1,0,2,0,0,1
182.88,76.2,67,525000.0,4,70,85,2.09375,61.50000000000001,57.3,51.75,47.7,71.4,47.5,61.8,0,1,0,1,0,1,0,0,1
154.94,73.9,67,975000.0,3,78,75,2.6923076923076925,48.0,54.6,61.49999999999999,57.0,55.8,46.5,77.9,0,1,0,1,0,4,0,1,0
185.42,81.2,67,825000.0,4,63,64,2.9166666666666665,65.5,48.0,62.6,52.0,58.2,50.5,69.2,0,1,0,1,0,1,1,0,0
152.4,69.9,67,900000.0,3,73,73,2.6153846153846154,64.0,63.5,60.150000000000006,54.0,62.20000000000001,47.5,73.2,0,1,0,1,0,1,0,0,1
175.26,77.1,67,725000.0,4,71,61,2.2333333333333334,39.1,50.3,66.2,54.5,59.60000000000001,69.0,71.2,0,1,0,1,0,1,0,1,0
182.88,79.8,67,975000.0,2,73,60,2.6923076923076925,37.6,55.099999999999994,61.650000000000006,57.400000000000006,58.00000000000001,61.5,81.35,0,1,0,1,0,1,0,1,0
172.72,72.1,67,825000.0,4,81,67,2.4814814814814814,36.5,58.099999999999994,57.05,58.70000000000001,54.8,62.5,79.60000000000001,1,0,0,0,1,2,0,0,1
187.96,77.1,67,230000.0,3,42,44,1.9142857142857144,66.10000000000001,58.3,59.4,43.6,61.00000000000001,65.0,50.7,0,1,0,1,0,2,1,0,0
182.88,82.1,67,1000000.0,3,52,62,2.9583333333333335,37.7,54.900000000000006,59.1,58.099999999999994,59.400000000000006,52.5,90.55000000000001,0,1,0,1,0,4,0,0,1
152.4,74.8,67,700000.0,3,68,82,2.4285714285714284,63.8,63.2,51.050000000000004,53.50000000000001,65.0,49.5,71.7,0,1,1,0,0,2,0,0,1
182.88,69.9,67,975000.0,3,62,81,3.409090909090909,66.30000000000001,64.2,51.449999999999996,51.1,62.2,38.5,65.30000000000001,0,1,0,1,0,2,0,0,1
182.88,72.1,67,925000.0,3,66,72,2.6538461538461537,42.099999999999994,60.7,64.15,52.4,60.8,59.0,72.0,0,1,0,1,0,2,0,1,0
172.72,60.8,67,180000.0,3,77,46,1.9142857142857144,62.3,69.5,62.9,53.2,70.2,65.0,50.45,0,1,1,0,0,2,0,0,1
175.26,69.9,67,1200000.0,3,73,72,3.1666666666666665,39.2,65.19999999999999,50.5,58.9,47.2,55.0,84.55000000000001,1,0,1,0,0,1,0,0,1
185.42,83.9,67,775000.0,2,61,74,2.6538461538461537,65.3,54.8,56.1,45.800000000000004,66.2,42.5,65.65,0,1,0,1,0,1,1,0,0
187.96,76.2,67,825000.0,2,63,73,2.8,66.30000000000001,50.9,37.55000000000001,49.1,62.20000000000001,34.5,66.4,1,0,1,0,0,1,1,0,0
182.88,77.1,67,725000.0,4,68,74,2.161290322580645,55.7,64.60000000000001,68.7,56.0,67.6,63.0,62.2,0,1,0,1,0,2,0,0,1
172.72,64.0,67,900000.0,4,78,69,3.217391304347826,58.50000000000001,60.99999999999999,49.65,53.2,58.8,52.5,86.80000000000001,0,1,1,0,0,3,0,0,1
154.94,73.9,67,100000.0,3,62,59,1.8611111111111112,62.00000000000001,53.5,44.3,43.5,66.2,40.0,59.0,0,1,0,1,0,2,1,0,0
175.26,67.1,67,725000.0,3,77,68,2.161290322580645,44.2,60.1,51.2,57.300000000000004,49.0,56.5,91.9,0,1,0,1,0,1,0,0,1
190.5,69.9,67,1500000.0,3,69,71,4.15,64.60000000000001,53.5,38.45,53.400000000000006,58.400000000000006,43.0,80.10000000000001,1,0,1,0,0,2,1,0,0
193.04,83.9,67,1000000.0,3,57,32,3.0,34.0,42.3,62.75000000000001,50.400000000000006,59.2,47.5,66.55,0,1,0,1,0,1,0,1,0
187.96,77.1,67,700000.0,2,52,56,2.3448275862068964,63.3,48.9,39.75,46.6,64.4,30.5,49.3,1,0,0,1,0,1,1,0,0
152.4,71.2,67,775000.0,3,68,73,2.5,62.6,47.1,32.55,43.900000000000006,61.800000000000004,21.5,70.2,0,1,1,0,0,4,0,0,1
154.94,76.2,67,975000.0,3,74,64,2.9583333333333335,62.50000000000001,66.1,56.05,55.6,63.400000000000006,54.5,65.80000000000001,0,1,0,1,0,2,0,0,1
154.94,77.1,67,600000.0,4,75,85,2.310344827586207,64.6,55.3,51.0,52.0,67.60000000000001,50.5,77.2,0,1,0,1,0,1,1,0,0
167.64,64.9,67,950000.0,2,88,64,2.6923076923076925,37.800000000000004,65.69999999999999,51.75,54.5,47.4,62.0,80.65,1,0,1,0,0,1,0,0,1
182.88,86.2,67,180000.0,3,54,60,1.9142857142857144,66.2,46.7,51.35,36.2,61.60000000000001,64.0,39.1,0,1,0,1,0,1,1,0,0
193.04,83.9,67,625000.0,4,40,78,2.310344827586207,65.3,60.5,52.45,44.0,76.8,62.5,47.05,0,1,0,1,0,1,0,0,1
152.4,71.2,67,1100000.0,3,65,75,3.260869565217391,54.8,71.29999999999998,51.45,55.0,52.60000000000001,63.5,61.0,0,1,1,0,0,3,0,0,1
182.88,81.2,67,900000.0,3,63,67,3.5238095238095237,65.9,54.5,38.55,47.9,61.6,38.5,67.10000000000001,0,1,0,1,0,2,1,0,0
187.96,79.8,67,850000.0,2,39,69,2.769230769230769,66.0,43.5,49.4,46.6,68.4,45.5,53.050000000000004,0,1,0,1,0,1,1,0,0
185.42,77.1,67,850000.0,3,42,77,2.769230769230769,63.800000000000004,50.0,41.550000000000004,39.900000000000006,66.2,38.0,55.85000000000001,0,1,1,0,0,1,1,0,0
182.88,73.0,67,950000.0,3,67,61,2.8,44.2,57.8,55.2,56.60000000000001,64.0,57.5,87.25,0,1,1,0,0,2,0,0,1
152.4,69.9,67,650000.0,3,75,77,2.4814814814814814,65.1,59.3,59.9,58.0,64.0,53.0,79.55000000000001,0,1,1,0,0,3,0,0,1
170.18,59.9,67,900000.0,3,87,65,2.6153846153846154,33.7,59.599999999999994,53.05,61.50000000000001,52.800000000000004,45.5,86.20000000000002,0,1,0,1,0,1,0,0,1
182.88,76.2,67,675000.0,3,62,55,2.161290322580645,37.5,55.6,68.35,54.8,56.00000000000001,74.5,66.25,0,1,1,0,0,3,0,1,0
175.26,67.1,67,800000.0,3,78,73,2.310344827586207,46.900000000000006,57.3,61.199999999999996,57.99999999999999,59.0,49.5,81.1,0,1,0,1,0,2,0,1,0
152.4,64.0,67,1100000.0,3,69,71,3.9,64.10000000000001,65.4,34.2,56.50000000000001,63.800000000000004,31.0,76.30000000000001,1,0,1,0,0,2,1,0,0
185.42,69.9,67,725000.0,3,50,70,2.161290322580645,44.800000000000004,60.5,60.800000000000004,53.900000000000006,56.0,46.5,75.10000000000001,0,1,1,0,0,2,0,0,1
185.42,71.2,67,750000.0,4,62,68,2.310344827586207,39.2,56.0,63.85,55.3,48.400000000000006,49.0,74.1,0,1,1,0,0,4,0,1,0
195.58,92.1,67,525000.0,3,32,52,2.161290322580645,68.4,49.9,57.05,38.800000000000004,68.80000000000001,61.5,50.2,1,0,0,0,1,1,1,0,0
182.88,74.8,67,525000.0,3,49,74,2.09375,66.0,61.3,43.849999999999994,49.599999999999994,64.80000000000001,51.5,65.45,0,1,1,0,0,2,0,0,1
182.88,77.1,67,1000000.0,3,64,71,3.1666666666666665,65.5,43.599999999999994,32.300000000000004,37.6,58.800000000000004,41.5,62.45,0,1,0,1,0,1,1,0,0
152.4,78.0,67,230000.0,2,82,83,1.9142857142857144,66.3,56.599999999999994,62.4,56.5,69.4,58.0,49.75,1,0,0,1,0,3,0,0,1
187.96,87.1,67,775000.0,4,72,72,2.5555555555555554,66.30000000000001,63.5,53.35,55.300000000000004,73.4,48.5,66.55,0,1,0,1,0,3,0,0,1
172.72,74.8,67,550000.0,2,84,85,2.2333333333333334,62.0,59.7,43.75,55.50000000000001,65.60000000000001,52.5,70.45,1,0,0,1,0,1,1,0,0
187.96,79.8,67,600000.0,3,55,63,2.2333333333333334,65.2,53.599999999999994,41.6,45.3,66.8,34.0,49.900000000000006,0,1,0,0,1,2,1,0,0
187.96,78.0,67,1100000.0,3,70,76,3.2083333333333335,63.6,55.400000000000006,50.00000000000001,37.6,65.0,32.5,76.85,0,1,0,1,0,2,0,0,1
190.5,78.0,67,1200000.0,3,53,65,3.95,63.6,53.0,40.949999999999996,46.4,63.800000000000004,42.0,69.3,0,1,1,0,0,3,0,0,1
152.4,72.1,67,375000.0,4,72,62,1.9142857142857144,70.2,60.900000000000006,59.00000000000001,51.60000000000001,70.60000000000001,57.5,47.8,0,1,0,1,0,1,0,0,1
175.26,64.9,67,750000.0,3,75,67,2.2333333333333334,54.4,66.6,57.050000000000004,55.900000000000006,63.599999999999994,60.0,73.45000000000002,1,0,1,0,0,2,0,0,1
152.4,69.9,67,1000000.0,3,66,61,3.0416666666666665,44.6,62.4,64.0,57.2,63.0,65.0,77.15,0,1,1,0,0,2,0,1,0
175.26,74.8,67,825000.0,5,73,63,2.4814814814814814,40.2,64.0,54.800000000000004,52.199999999999996,43.400000000000006,56.5,80.45,1,0,0,1,0,3,0,1,0
187.96,73.9,67,1200000.0,3,62,74,3.5,63.7,65.9,54.7,53.0,65.0,49.5,71.65,0,1,1,0,0,1,0,0,1
195.58,88.9,67,900000.0,4,33,67,2.92,64.5,44.1,39.4,36.7,62.8,31.0,63.300000000000004,0,1,0,1,0,1,1,0,0
182.88,78.0,67,1100000.0,3,57,64,3.5454545454545454,63.2,47.599999999999994,38.45,47.400000000000006,67.4,29.5,52.1,0,1,0,1,0,1,1,0,0
175.26,68.9,67,850000.0,2,78,69,2.9583333333333335,64.0,58.099999999999994,43.85000000000001,53.3,69.20000000000002,48.5,66.8,0,1,0,1,0,2,0,0,1
175.26,73.9,67,1300000.0,2,67,61,3.8095238095238093,63.800000000000004,61.2,45.75,54.20000000000001,62.0,44.0,77.65,1,0,1,0,0,2,1,0,0
182.88,84.8,67,900000.0,3,64,74,2.96,66.0,53.3,44.70000000000001,48.5,62.400000000000006,49.5,62.55000000000001,1,0,0,1,0,1,1,0,0
172.72,72.1,67,675000.0,5,81,59,2.09375,59.800000000000004,67.9,61.35,52.5,68.8,65.5,58.050000000000004,0,1,0,1,0,3,0,0,1
190.5,89.8,67,600000.0,3,42,69,2.2333333333333334,65.60000000000001,40.1,37.050000000000004,32.9,62.8,30.5,46.800000000000004,0,1,0,1,0,1,1,0,0
167.64,67.1,67,800000.0,3,88,73,2.8,60.2,62.599999999999994,57.15,58.9,65.2,46.0,79.1,1,0,0,1,0,2,0,0,1
170.18,69.9,67,525000.0,3,70,75,2.09375,68.60000000000001,60.400000000000006,52.60000000000001,53.0,67.4,50.5,67.9,0,1,0,1,0,3,0,0,1
152.4,69.9,67,850000.0,3,75,73,3.0,62.0,58.39999999999999,39.15,54.7,59.20000000000001,36.0,76.9,0,1,1,0,0,3,0,0,1
175.26,73.0,67,850000.0,3,75,80,2.769230769230769,64.10000000000001,58.1,51.75,46.2,62.6,59.5,70.65,0,1,1,0,0,2,0,0,1
190.5,78.9,67,800000.0,3,66,66,2.310344827586207,41.800000000000004,41.0,62.85000000000001,53.9,60.6,52.0,73.85,0,1,1,0,0,1,0,1,0
182.88,74.8,67,975000.0,3,61,65,2.8,35.3,49.7,61.150000000000006,52.1,45.6,48.5,64.1,1,0,0,1,0,1,0,1,0
170.18,74.8,67,1100000.0,3,79,65,3.3636363636363638,44.10000000000001,60.099999999999994,57.00000000000001,56.4,65.80000000000001,59.5,72.80000000000001,0,1,0,1,0,1,0,0,1
182.88,71.2,67,1500000.0,4,69,75,3.857142857142857,62.900000000000006,61.0,46.05,53.300000000000004,55.8,44.0,75.65,0,1,1,0,0,2,1,0,0
190.5,81.2,67,675000.0,3,47,60,2.09375,42.400000000000006,44.699999999999996,65.65,49.5,60.8,47.0,48.60000000000001,1,0,1,0,0,1,0,1,0
175.26,68.0,67,975000.0,2,75,77,2.8,31.7,53.599999999999994,64.55000000000001,55.0,51.2,52.5,75.80000000000001,0,1,1,0,0,1,0,1,0
185.42,77.1,67,1500000.0,3,63,74,4.315789473684211,62.199999999999996,65.2,48.300000000000004,49.5,65.2,42.0,57.45,0,1,1,0,0,2,0,0,1
170.18,67.1,67,1000000.0,3,91,51,3.0416666666666665,37.0,61.599999999999994,61.3,57.5,52.2,50.0,75.9,1,0,1,0,0,2,0,0,1
152.4,74.8,67,675000.0,3,68,70,2.09375,41.5,63.5,57.2,56.90000000000001,60.400000000000006,54.0,72.75,0,1,0,0,1,1,0,0,1
172.72,67.1,67,825000.0,3,79,60,2.4814814814814814,43.400000000000006,65.6,60.50000000000001,52.300000000000004,62.8,61.5,64.35000000000001,0,1,0,1,0,3,0,0,1
172.72,64.0,67,1300000.0,3,81,66,4.157894736842105,38.7,65.0,57.599999999999994,55.800000000000004,49.6,58.0,72.0,0,1,1,0,0,2,0,0,1
182.88,78.9,67,1300000.0,3,60,68,3.9,40.70000000000001,58.099999999999994,58.900000000000006,53.8,50.800000000000004,55.0,81.85000000000001,0,1,0,1,0,2,0,0,1
182.88,76.2,67,1300000.0,4,78,60,3.5454545454545454,38.5,48.400000000000006,61.50000000000001,50.1,56.4,64.5,64.45,0,1,0,1,0,1,0,1,0
182.88,74.8,67,825000.0,3,71,72,2.4814814814814814,40.20000000000001,54.00000000000001,61.099999999999994,58.300000000000004,61.4,62.5,82.9,0,1,1,0,0,2,0,1,0
185.42,79.8,67,1000000.0,2,69,79,2.88,66.5,64.6,60.24999999999999,51.89999999999999,66.4,59.5,64.9,1,0,0,1,0,2,0,0,1
182.88,81.2,67,750000.0,3,58,56,2.6153846153846154,65.1,41.9,41.300000000000004,37.2,67.2,36.5,58.10000000000001,0,1,0,1,0,2,0,0,1
172.72,68.0,67,1100000.0,3,65,61,3.3636363636363638,55.70000000000001,64.6,56.25,54.4,57.8,65.5,69.0,0,1,1,0,0,3,0,0,1
